"common","catch_count","year","month","MODE_FX","AREA_X","clust","mean_brevis_count"
"STINGRAY GENUS",5,"2003","6","3","5","2",78740
"WHITE GRUNT",10,"2003","6","7","5","2",78740
"COMMON SNOOK",3,"2003","7","7","5","2",117240
"CREVALLE JACK",6,"2003","7","7","5","2",117240
"GAG",16,"2003","7","7","5","2",117240
"GRAY SNAPPER",22,"2003","7","7","5","2",117240
"HARDHEAD CATFISH",3,"2003","7","7","5","2",117240
"INSHORE LIZARDFISH",2,"2003","7","7","5","2",117240
"LADYFISH",1,"2003","7","7","5","2",117240
"PINFISH",17,"2003","7","7","5","2",117240
"RED DRUM",1,"2003","7","7","5","2",117240
"SCALED SARDINE",30,"2003","7","7","5","4",117240
"SHEEPSHEAD",1,"2003","7","7","5","2",117240
"SPANISH SARDINE",75,"2003","7","7","5","4",117240
"SPOTTED SEATROUT",6,"2003","7","7","5","4",117240
"WHITE GRUNT",15,"2003","7","7","5","2",117240
"ATLANTIC TARPON",3,"2003","8","5","5","1",241941
"BLUEFISH",1,"2003","8","7","5","2",241941
"COBIA",1,"2003","8","7","5","2",241941
"COMMON SNOOK",4,"2003","8","5","5","2",241941
"COMMON SNOOK",16,"2003","8","7","5","2",241941
"CREVALLE JACK",10,"2003","8","7","5","2",241941
"GAFFTOPSAIL CATFISH",16,"2003","8","7","5","2",241941
"GAG",24,"2003","8","7","5","2",241941
"GRAY SNAPPER",5,"2003","8","3","5","2",241941
"GRAY SNAPPER",77,"2003","8","7","5","4",241941
"GULF FLOUNDER",4,"2003","8","7","5","2",241941
"GULF TOADFISH",1,"2003","8","7","5","2",241941
"HARDHEAD CATFISH",62,"2003","8","7","5","4",241941
"INSHORE LIZARDFISH",7,"2003","8","7","5","2",241941
"LADYFISH",8,"2003","8","7","5","2",241941
"LEFTEYE FLOUNDER GENUS",1,"2003","8","7","5","2",241941
"PINFISH",2,"2003","8","3","5","2",241941
"PINFISH",11,"2003","8","7","5","2",241941
"RED DRUM",21,"2003","8","7","5","2",241941
"RED GROUPER",3,"2003","8","7","5","2",241941
"SEAROBIN GENUS",1,"2003","8","7","5","2",241941
"SHEEPSHEAD",9,"2003","8","7","5","2",241941
"SMOOTH PUFFER",1,"2003","8","7","5","2",241941
"SPANISH MACKEREL",13,"2003","8","7","5","2",241941
"SPOTTED SEATROUT",142,"2003","8","7","5","4",241941
"WHITE GRUNT",60,"2003","8","7","5","4",241941
"BALLYHOO",1,"2003","9","3","5","2",39826
"BLACK SEA BASS",2,"2003","9","3","5","2",39826
"COMMON SNOOK",46,"2003","9","7","5","2",39826
"CREVALLE JACK",3,"2003","9","3","5","2",39826
"CREVALLE JACK",13,"2003","9","7","5","2",39826
"GAG",3,"2003","9","3","5","2",39826
"GAG",2,"2003","9","7","5","2",39826
"GRAY SNAPPER",10,"2003","9","3","5","2",39826
"GRAY SNAPPER",26,"2003","9","7","5","2",39826
"GULF FLOUNDER",2,"2003","9","3","5","2",39826
"GULF FLOUNDER",1,"2003","9","7","5","2",39826
"HERRING FAMILY",24,"2003","9","7","5","4",39826
"INSHORE LIZARDFISH",3,"2003","9","3","5","2",39826
"INSHORE LIZARDFISH",13,"2003","9","7","5","2",39826
"NEEDLEFISH FAMILY",1,"2003","9","3","5","2",39826
"PINFISH",23,"2003","9","3","5","2",39826
"PINFISH",3,"2003","9","7","5","2",39826
"RED DRUM",2,"2003","9","3","5","2",39826
"RED DRUM",9,"2003","9","7","5","2",39826
"SCALED SARDINE",273,"2003","9","3","5","5",39826
"SEAROBIN GENUS",2,"2003","9","3","5","2",39826
"SEAROBIN GENUS",1,"2003","9","7","5","2",39826
"SHEEPSHEAD",1,"2003","9","7","5","2",39826
"SPANISH MACKEREL",1,"2003","9","3","5","2",39826
"SPANISH MACKEREL",6,"2003","9","7","5","2",39826
"SPANISH SARDINE",303,"2003","9","3","5","5",39826
"SPOTTED SEATROUT",1,"2003","9","3","5","2",39826
"SPOTTED SEATROUT",59,"2003","9","7","5","4",39826
"UNIDENTIFIED GROUPER",1,"2003","9","3","5","3",39826
"ATLANTIC SPADEFISH",3,"2003","10","3","5","2",10822
"COMMON SNOOK",7,"2003","10","7","5","2",10822
"CREVALLE JACK",6,"2003","10","3","5","2",10822
"CREVALLE JACK",14,"2003","10","7","5","2",10822
"GAFFTOPSAIL CATFISH",1,"2003","10","3","5","2",10822
"GAFFTOPSAIL CATFISH",12,"2003","10","7","5","2",10822
"GAG",60,"2003","10","7","5","2",10822
"GRAY SNAPPER",3,"2003","10","3","5","2",10822
"GRAY SNAPPER",47,"2003","10","7","5","2",10822
"GULF FLOUNDER",1,"2003","10","3","5","2",10822
"GULF FLOUNDER",2,"2003","10","7","5","2",10822
"GULF TOADFISH",2,"2003","10","7","5","2",10822
"HARDHEAD CATFISH",29,"2003","10","7","5","2",10822
"INSHORE LIZARDFISH",10,"2003","10","3","5","2",10822
"INSHORE LIZARDFISH",56,"2003","10","7","5","2",10822
"LADYFISH",13,"2003","10","7","5","2",10822
"NEEDLEFISH FAMILY",1,"2003","10","7","5","3",10822
"OCEANIC PUFFER",2,"2003","10","7","5","2",10822
"PINFISH",2,"2003","10","3","5","2",10822
"PINFISH",40,"2003","10","7","5","2",10822
"RED DRUM",6,"2003","10","7","5","2",10822
"REQUIEM SHARK GENUS",1,"2003","10","7","5","2",10822
"SAND PERCH",5,"2003","10","3","5","2",10822
"SAND PERCH",6,"2003","10","7","5","2",10822
"SMOOTH PUFFER",1,"2003","10","7","5","2",10822
"SOUTHERN PUFFER",1,"2003","10","3","5","2",10822
"SOUTHERN PUFFER",1,"2003","10","7","5","2",10822
"SPANISH MACKEREL",9,"2003","10","7","5","2",10822
"SPOTTAIL PINFISH",3,"2003","10","3","5","2",10822
"SPOTTED SEATROUT",159,"2003","10","7","5","4",10822
"BLACK SEA BASS",1,"2003","11","3","5","2",158
"BLUEFISH",20,"2003","11","5","5","1",158
"COMMON SNOOK",6,"2003","11","5","5","1",158
"CREVALLE JACK",2,"2003","11","3","5","2",158
"GAFFTOPSAIL CATFISH",1,"2003","11","3","5","2",158
"GAFFTOPSAIL CATFISH",2,"2003","11","5","5","1",158
"GAG",2,"2003","11","3","5","2",158
"GAG",8,"2003","11","5","5","1",158
"GULF FLOUNDER",4,"2003","11","3","5","2",158
"HARDHEAD CATFISH",2,"2003","11","5","5","1",158
"LADYFISH",1,"2003","11","3","5","2",158
"LADYFISH",4,"2003","11","5","5","2",158
"LADYFISH",2,"2003","11","7","5","2",158
"PINFISH",19,"2003","11","3","5","2",158
"PINFISH",1,"2003","11","5","5","2",158
"RED DRUM",6,"2003","11","5","5","1",158
"RED DRUM",3,"2003","11","7","5","2",158
"SHEEPSHEAD",1,"2003","11","3","5","2",158
"SHEEPSHEAD",1,"2003","11","5","5","2",158
"SHEEPSHEAD",2,"2003","11","7","5","2",158
"SPANISH MACKEREL",2,"2003","11","5","5","1",158
"SPOTTED SEATROUT",18,"2003","11","5","5","1",158
"SPOTTED SEATROUT",1,"2003","11","7","5","4",158
"STINGRAY GENUS",2,"2003","11","5","5","2",158
"BLUEFISH",1,"2003","12","3","5","2",67
"COMMON SNOOK",2,"2003","12","5","5","1",67
"CREVALLE JACK",5,"2003","12","7","5","2",67
"GAG",1,"2003","12","3","5","2",67
"GAG",26,"2003","12","7","5","2",67
"GRAY SNAPPER",20,"2003","12","3","5","2",67
"GRAY SNAPPER",6,"2003","12","7","5","2",67
"GULF FLOUNDER",11,"2003","12","7","5","2",67
"HARDHEAD CATFISH",5,"2003","12","7","5","2",67
"LADYFISH",15,"2003","12","5","5","1",67
"LADYFISH",21,"2003","12","7","5","2",67
"OCEANIC PUFFER",1,"2003","12","3","5","2",67
"PINFISH",21,"2003","12","3","5","2",67
"RED DRUM",2,"2003","12","7","5","2",67
"SHEEPSHEAD",2,"2003","12","3","5","2",67
"SHEEPSHEAD",5,"2003","12","7","5","2",67
"SNAPPER GENUS",1,"2003","12","3","5","2",67
"SOUTHERN KINGFISH",1,"2003","12","3","5","2",67
"SPOTTED SEATROUT",46,"2003","12","7","5","4",67
"BLACK DRUM",1,"2004","1","7","5","2",32527
"BLACK SEA BASS",6,"2004","1","7","5","2",32527
"BLUEFISH",18,"2004","1","5","5","1",32527
"BLUEFISH",1,"2004","1","7","5","1",32527
"COMMON SNOOK",18,"2004","1","5","5","1",32527
"COMMON SNOOK",2,"2004","1","7","5","2",32527
"FLORIDA POMPANO",1,"2004","1","7","5","2",32527
"GAG",1,"2004","1","7","5","2",32527
"GULF FLOUNDER",4,"2004","1","5","5","2",32527
"GULF FLOUNDER",5,"2004","1","7","5","2",32527
"GULF KINGFISH",1,"2004","1","3","5","2",32527
"GULF KINGFISH",59,"2004","1","7","5","2",32527
"HARDHEAD CATFISH",6,"2004","1","5","5","1",32527
"KINGFISH GENUS",6,"2004","1","7","5","2",32527
"LADYFISH",32,"2004","1","5","5","1",32527
"LADYFISH",7,"2004","1","7","5","2",32527
"OCEANIC PUFFER",1,"2004","1","5","5","2",32527
"PINFISH",6,"2004","1","3","5","2",32527
"PINFISH",7,"2004","1","7","5","2",32527
"RED DRUM",25,"2004","1","5","5","1",32527
"RED DRUM",2,"2004","1","7","5","2",32527
"SAND PERCH",22,"2004","1","7","5","2",32527
"SEAROBIN FAMILY",5,"2004","1","7","5","2",32527
"SHEEPSHEAD",26,"2004","1","5","5","1",32527
"SHEEPSHEAD",10,"2004","1","7","5","2",32527
"SOUTHERN PUFFER",2,"2004","1","7","5","2",32527
"SPOTTED SEATROUT",92,"2004","1","5","5","1",32527
"SPOTTED SEATROUT",54,"2004","1","7","5","4",32527
"STRIPED MULLET",9,"2004","1","7","5","2",32527
"WHITE GRUNT",1,"2004","1","7","5","2",32527
"BLUEFISH",2,"2004","2","5","5","1",247004
"BLUEFISH",25,"2004","2","7","5","1",247004
"COMMON SNOOK",6,"2004","2","5","5","1",247004
"CREVALLE JACK",15,"2004","2","3","5","2",247004
"CREVALLE JACK",6,"2004","2","5","5","1",247004
"CREVALLE JACK",15,"2004","2","7","5","2",247004
"FLORIDA POMPANO",1,"2004","2","7","5","2",247004
"GAG",5,"2004","2","7","5","2",247004
"GULF FLOUNDER",5,"2004","2","5","5","2",247004
"GULF FLOUNDER",3,"2004","2","7","5","2",247004
"HARDHEAD CATFISH",1,"2004","2","7","5","2",247004
"INSHORE LIZARDFISH",1,"2004","2","5","5","2",247004
"KINGFISH GENUS",5,"2004","2","3","5","2",247004
"LADYFISH",56,"2004","2","5","5","1",247004
"LADYFISH",14,"2004","2","7","5","2",247004
"LEFTEYE FLOUNDER GENUS",1,"2004","2","7","5","2",247004
"NEEDLEFISH FAMILY",1,"2004","2","7","5","2",247004
"PINFISH",3,"2004","2","3","5","2",247004
"PINFISH",2,"2004","2","7","5","2",247004
"RED DRUM",12,"2004","2","5","5","1",247004
"SCALED SARDINE",100,"2004","2","7","5","4",247004
"SHEEPSHEAD",3,"2004","2","5","5","1",247004
"SHEEPSHEAD",34,"2004","2","7","5","2",247004
"SPANISH MACKEREL",3,"2004","2","5","5","1",247004
"SPOTTED SEATROUT",4,"2004","2","3","5","2",247004
"SPOTTED SEATROUT",76,"2004","2","5","5","1",247004
"SPOTTED SEATROUT",44,"2004","2","7","5","4",247004
"STINGRAY GENUS",1,"2004","2","5","5","2",247004
"BLACK DRUM",5,"2004","3","3","5","2",26
"BLUE RUNNER",1,"2004","3","5","5","1",26
"BLUEFISH",10,"2004","3","5","5","1",26
"COBIA",1,"2004","3","5","5","1",26
"COMMON SNOOK",48,"2004","3","5","5","1",26
"COMMON SNOOK",102,"2004","3","7","5","4",26
"CREVALLE JACK",1,"2004","3","5","5","1",26
"CREVALLE JACK",5,"2004","3","7","5","1",26
"FLORIDA POMPANO",2,"2004","3","5","5","1",26
"FLORIDA POMPANO",2,"2004","3","7","5","1",26
"GAFFTOPSAIL CATFISH",13,"2004","3","7","5","2",26
"GAG",9,"2004","3","3","5","2",26
"GAG",2,"2004","3","5","5","1",26
"GRAY SNAPPER",2,"2004","3","5","5","1",26
"GRAY SNAPPER",2,"2004","3","7","5","2",26
"GULF FLOUNDER",4,"2004","3","5","5","1",26
"GULF FLOUNDER",3,"2004","3","7","5","2",26
"HARDHEAD CATFISH",29,"2004","3","7","5","2",26
"INSHORE LIZARDFISH",3,"2004","3","3","5","2",26
"INSHORE LIZARDFISH",2,"2004","3","7","5","2",26
"KINGFISH GENUS",1,"2004","3","3","5","2",26
"LADYFISH",12,"2004","3","5","5","1",26
"LADYFISH",209,"2004","3","7","5","4",26
"PERMIT",1,"2004","3","7","5","1",26
"PINFISH",1,"2004","3","3","5","2",26
"PINFISH",29,"2004","3","7","5","2",26
"PUFFER FAMILY",1,"2004","3","7","5","2",26
"RED DRUM",2,"2004","3","5","5","1",26
"RED DRUM",25,"2004","3","7","5","2",26
"SCALED SARDINE",300,"2004","3","5","5","5",26
"SCRAWLED COWFISH",2,"2004","3","3","5","2",26
"SEA CATFISH FAMILY",2,"2004","3","7","5","1",26
"SEAROBIN FAMILY",2,"2004","3","7","5","2",26
"SEAROBIN GENUS",1,"2004","3","3","5","2",26
"SHEEPSHEAD",4,"2004","3","3","5","2",26
"SHEEPSHEAD",8,"2004","3","5","5","1",26
"SHEEPSHEAD",33,"2004","3","7","5","2",26
"SNAPPER GENUS",1,"2004","3","3","5","2",26
"SNOOK GENUS",1,"2004","3","3","5","2",26
"SPANISH MACKEREL",3,"2004","3","3","5","2",26
"SPANISH MACKEREL",8,"2004","3","5","5","1",26
"SPANISH MACKEREL",36,"2004","3","7","5","2",26
"SPOTTED SEATROUT",34,"2004","3","5","5","1",26
"SPOTTED SEATROUT",219,"2004","3","7","5","4",26
"STINGRAY FAMILY",1,"2004","3","7","5","3",26
"WHITE GRUNT",4,"2004","3","5","5","1",26
"WHITE GRUNT",6,"2004","3","7","5","2",26
"ATLANTIC SPADEFISH",1,"2004","4","3","5","2",192
"BLUE RUNNER",1,"2004","4","3","5","2",192
"BLUE RUNNER",16,"2004","4","7","5","2",192
"BLUEFISH",10,"2004","4","5","5","1",192
"COBIA",3,"2004","4","5","5","1",192
"COMMON SNOOK",2,"2004","4","5","5","1",192
"CREVALLE JACK",2,"2004","4","3","5","2",192
"CREVALLE JACK",9,"2004","4","5","5","1",192
"FLORIDA POMPANO",1,"2004","4","7","5","1",192
"GRAY SNAPPER",1,"2004","4","3","5","2",192
"GRAY SNAPPER",2,"2004","4","5","5","1",192
"GULF FLOUNDER",1,"2004","4","5","5","1",192
"HARDHEAD CATFISH",1,"2004","4","3","5","2",192
"HARDHEAD CATFISH",3,"2004","4","5","5","1",192
"HARDHEAD CATFISH",4,"2004","4","7","5","2",192
"INSHORE LIZARDFISH",2,"2004","4","5","5","1",192
"INSHORE LIZARDFISH",4,"2004","4","7","5","2",192
"LADYFISH",14,"2004","4","3","5","2",192
"LADYFISH",26,"2004","4","5","5","1",192
"LADYFISH",8,"2004","4","7","5","2",192
"OCEANIC PUFFER",1,"2004","4","7","5","2",192
"PINFISH",1,"2004","4","3","5","2",192
"PINFISH",5,"2004","4","5","5","1",192
"PINFISH",6,"2004","4","7","5","2",192
"RED DRUM",1,"2004","4","5","5","1",192
"RED DRUM",2,"2004","4","7","5","1",192
"RED GROUPER",22,"2004","4","7","5","2",192
"SCRAWLED COWFISH",1,"2004","4","3","5","2",192
"SHEEPSHEAD",1,"2004","4","7","5","1",192
"SOUTHERN PUFFER",1,"2004","4","3","5","2",192
"SPANISH MACKEREL",9,"2004","4","5","5","1",192
"SPANISH MACKEREL",3,"2004","4","7","5","1",192
"SPOTTED SEATROUT",70,"2004","4","5","5","1",192
"SPOTTED SEATROUT",39,"2004","4","7","5","4",192
"STINGRAY GENUS",1,"2004","4","3","5","2",192
"STINGRAY GENUS",1,"2004","4","7","5","2",192
"WHITE GRUNT",1,"2004","4","3","5","2",192
"WHITE GRUNT",12,"2004","4","7","5","2",192
"ATLANTIC SPADEFISH",2,"2004","5","3","5","2",192
"BLUE RUNNER",4,"2004","5","7","5","2",192
"COMMON SNOOK",13,"2004","5","7","5","2",192
"CREVALLE JACK",2,"2004","5","7","5","2",192
"GAFFTOPSAIL CATFISH",4,"2004","5","7","5","2",192
"GAG",1,"2004","5","7","5","2",192
"GRAY SNAPPER",3,"2004","5","3","5","2",192
"GRAY SNAPPER",13,"2004","5","7","5","2",192
"GULF FLOUNDER",1,"2004","5","7","5","2",192
"HARDHEAD CATFISH",15,"2004","5","7","5","2",192
"LADYFISH",10,"2004","5","7","5","2",192
"LOOKDOWN",2,"2004","5","3","5","2",192
"PINFISH",1,"2004","5","3","5","2",192
"PINFISH",28,"2004","5","7","5","2",192
"RED DRUM",7,"2004","5","7","5","2",192
"SCALED SARDINE",10,"2004","5","7","5","4",192
"SEAROBIN GENUS",1,"2004","5","3","5","2",192
"SHEEPSHEAD",1,"2004","5","7","5","2",192
"SOUTHERN PUFFER",1,"2004","5","3","5","2",192
"SOUTHERN PUFFER",1,"2004","5","7","5","2",192
"SPANISH MACKEREL",1,"2004","5","7","5","1",192
"SPOTTED SEATROUT",56,"2004","5","7","5","4",192
"STINGRAY FAMILY",1,"2004","5","3","5","3",192
"STINGRAY GENUS",1,"2004","5","7","5","2",192
"STRIPED BURRFISH",1,"2004","5","7","5","2",192
"STRIPED MULLET",10,"2004","5","7","5","2",192
"WHITE GRUNT",2,"2004","5","3","5","2",192
"WHITE GRUNT",2,"2004","5","7","5","2",192
"BLACK SEA BASS",4,"2004","6","7","5","2",105
"COMMON SNOOK",6,"2004","6","7","5","2",105
"CREVALLE JACK",2,"2004","6","3","5","2",105
"GAFFTOPSAIL CATFISH",1,"2004","6","3","5","2",105
"GRAY SNAPPER",1,"2004","6","7","5","2",105
"GREAT BARRACUDA",1,"2004","6","3","5","2",105
"GULF FLOUNDER",3,"2004","6","3","5","2",105
"GULF KINGFISH",28,"2004","6","3","5","2",105
"HARDHEAD CATFISH",13,"2004","6","7","5","2",105
"KINGFISH GENUS",1,"2004","6","3","5","2",105
"LADYFISH",2,"2004","6","3","5","2",105
"LADYFISH",9,"2004","6","7","5","2",105
"PINFISH",1,"2004","6","7","5","2",105
"RED DRUM",7,"2004","6","7","5","2",105
"SMOOTH PUFFER",2,"2004","6","3","5","2",105
"SPOTTED SEATROUT",25,"2004","6","7","5","4",105
"STINGRAY GENUS",1,"2004","6","7","5","2",105
"COMMON SNOOK",2,"2004","7","7","5","2",0
"CREVALLE JACK",3,"2004","7","5","5","1",0
"CREVALLE JACK",5,"2004","7","7","5","2",0
"GAFFTOPSAIL CATFISH",1,"2004","7","5","5","1",0
"GAG",3,"2004","7","7","5","2",0
"GRAY SNAPPER",2,"2004","7","5","5","1",0
"GRAY SNAPPER",22,"2004","7","7","5","2",0
"HARDHEAD CATFISH",2,"2004","7","5","5","1",0
"HARDHEAD CATFISH",2,"2004","7","7","5","2",0
"LADYFISH",1,"2004","7","5","5","1",0
"LADYFISH",12,"2004","7","7","5","2",0
"PINFISH",100,"2004","7","7","5","4",0
"RED DRUM",16,"2004","7","7","5","2",0
"SCALED SARDINE",12,"2004","7","7","5","4",0
"SPOTTED SEATROUT",15,"2004","7","5","5","1",0
"SPOTTED SEATROUT",36,"2004","7","7","5","4",0
"ATLANTIC TARPON",2,"2004","8","7","5","2",0
"BLACK SEA BASS",1,"2004","8","7","5","2",0
"BLUEFISH",1,"2004","8","5","5","1",0
"BLUEFISH",11,"2004","8","7","5","2",0
"COMMON SNOOK",51,"2004","8","7","5","4",0
"CREVALLE JACK",17,"2004","8","7","5","2",0
"GAFFTOPSAIL CATFISH",16,"2004","8","7","5","2",0
"GAG",2,"2004","8","5","5","1",0
"GAG",8,"2004","8","7","5","2",0
"GRAY SNAPPER",42,"2004","8","7","5","2",0
"GULF FLOUNDER",2,"2004","8","7","5","2",0
"GULF TOADFISH",1,"2004","8","7","5","2",0
"HARDHEAD CATFISH",4,"2004","8","5","5","1",0
"HARDHEAD CATFISH",26,"2004","8","7","5","2",0
"LADYFISH",2,"2004","8","5","5","1",0
"LADYFISH",38,"2004","8","7","5","4",0
"NEEDLEFISH FAMILY",1,"2004","8","7","5","2",0
"PINFISH",10,"2004","8","7","5","2",0
"RED DRUM",4,"2004","8","5","5","1",0
"RED DRUM",21,"2004","8","7","5","2",0
"RED GROUPER",3,"2004","8","7","5","2",0
"SCALED SARDINE",24,"2004","8","5","5","4",0
"SCALED SARDINE",222,"2004","8","7","5","5",0
"SHEEPSHEAD",2,"2004","8","7","5","2",0
"SPANISH MACKEREL",9,"2004","8","5","5","1",0
"SPOTTED SEATROUT",12,"2004","8","5","5","1",0
"SPOTTED SEATROUT",169,"2004","8","7","5","4",0
"WHITE GRUNT",8,"2004","8","7","5","2",0
"COMMON SNOOK",21,"2004","9","7","5","2",48
"CREVALLE JACK",1,"2004","9","3","5","2",48
"CREVALLE JACK",1,"2004","9","7","5","2",48
"GAFFTOPSAIL CATFISH",11,"2004","9","3","5","2",48
"GRAY SNAPPER",3,"2004","9","3","5","2",48
"GULF KINGFISH",1,"2004","9","3","5","2",48
"HARDHEAD CATFISH",6,"2004","9","3","5","2",48
"LADYFISH",1,"2004","9","7","5","2",48
"RED DRUM",11,"2004","9","7","5","2",48
"SCALED SARDINE",12,"2004","9","3","5","4",48
"SCALED SARDINE",120,"2004","9","7","5","4",48
"SHEEPSHEAD",1,"2004","9","3","5","2",48
"SOUTHERN STINGRAY",2,"2004","9","3","5","2",48
"SPOTTED SEATROUT",8,"2004","9","7","5","4",48
"BLUEFISH",3,"2004","10","7","5","2",1833
"BONNETHEAD",1,"2004","10","3","5","2",1833
"COMMON SNOOK",12,"2004","10","7","5","2",1833
"CREVALLE JACK",6,"2004","10","3","5","2",1833
"CREVALLE JACK",6,"2004","10","7","5","2",1833
"FLORIDA POMPANO",2,"2004","10","3","5","2",1833
"GAFFTOPSAIL CATFISH",11,"2004","10","7","5","2",1833
"GAG",13,"2004","10","7","5","2",1833
"GRAY SNAPPER",6,"2004","10","7","5","2",1833
"GULF FLOUNDER",1,"2004","10","3","5","2",1833
"GULF FLOUNDER",4,"2004","10","7","5","2",1833
"HARDHEAD CATFISH",40,"2004","10","7","5","2",1833
"KINGFISH GENUS",1,"2004","10","3","5","2",1833
"LADYFISH",10,"2004","10","7","5","2",1833
"OCEANIC PUFFER",1,"2004","10","7","5","2",1833
"PINFISH",43,"2004","10","7","5","4",1833
"PUFFER GENUS",1,"2004","10","7","5","2",1833
"RED DRUM",12,"2004","10","7","5","2",1833
"SCALED SARDINE",30,"2004","10","7","5","4",1833
"SHEEPSHEAD",3,"2004","10","7","5","2",1833
"SPANISH MACKEREL",1,"2004","10","7","5","2",1833
"SPOTTED SEATROUT",170,"2004","10","7","5","4",1833
"STINGRAY GENUS",1,"2004","10","3","5","2",1833
"STRIPED MULLET",21,"2004","10","7","5","2",1833
"BLACK SEA BASS",1,"2004","11","5","5","1",29
"BLACKTIP SHARK",2,"2004","11","5","5","1",29
"BLUEFISH",4,"2004","11","5","5","1",29
"COMMON SNOOK",1,"2004","11","3","5","2",29
"COMMON SNOOK",23,"2004","11","5","5","1",29
"COMMON SNOOK",14,"2004","11","7","5","2",29
"CREVALLE JACK",2,"2004","11","5","5","1",29
"CREVALLE JACK",2,"2004","11","7","5","2",29
"GAFFTOPSAIL CATFISH",1,"2004","11","5","5","1",29
"GAFFTOPSAIL CATFISH",5,"2004","11","7","5","2",29
"GAG",5,"2004","11","5","5","1",29
"GAG",2,"2004","11","7","5","2",29
"GRAY SNAPPER",1,"2004","11","3","5","2",29
"GRAY SNAPPER",1,"2004","11","5","5","1",29
"GRAY SNAPPER",3,"2004","11","7","5","2",29
"GULF FLOUNDER",1,"2004","11","3","5","2",29
"GULF FLOUNDER",1,"2004","11","5","5","2",29
"GULF FLOUNDER",4,"2004","11","7","5","2",29
"HARDHEAD CATFISH",1,"2004","11","3","5","2",29
"HARDHEAD CATFISH",1,"2004","11","5","5","1",29
"HARDHEAD CATFISH",8,"2004","11","7","5","2",29
"INSHORE LIZARDFISH",2,"2004","11","3","5","2",29
"INSHORE LIZARDFISH",1,"2004","11","7","5","2",29
"LADYFISH",3,"2004","11","3","5","2",29
"LADYFISH",30,"2004","11","5","5","1",29
"LADYFISH",5,"2004","11","7","5","2",29
"PINFISH",1,"2004","11","3","5","2",29
"PINFISH",38,"2004","11","7","5","2",29
"RED DRUM",4,"2004","11","5","5","1",29
"RED DRUM",36,"2004","11","7","5","2",29
"SCALED SARDINE",64,"2004","11","7","5","4",29
"SHEEPSHEAD",1,"2004","11","5","5","1",29
"SHEEPSHEAD",4,"2004","11","7","5","2",29
"SPANISH MACKEREL",1,"2004","11","5","5","1",29
"SPOTTED SEATROUT",4,"2004","11","5","5","1",29
"SPOTTED SEATROUT",8,"2004","11","7","5","4",29
"STRIPED MULLET",70,"2004","11","7","5","4",29
"BLACK DRUM",2,"2004","12","3","5","2",0
"BLACK DRUM",1,"2004","12","5","5","1",0
"BLUEFISH",12,"2004","12","5","5","1",0
"BLUEFISH",11,"2004","12","7","5","1",0
"COMMON SNOOK",1,"2004","12","5","5","1",0
"CREVALLE JACK",2,"2004","12","5","5","1",0
"CREVALLE JACK",14,"2004","12","7","5","2",0
"FLORIDA POMPANO",19,"2004","12","5","5","1",0
"FLORIDA POMPANO",2,"2004","12","7","5","2",0
"GAFFTOPSAIL CATFISH",2,"2004","12","5","5","1",0
"GAFFTOPSAIL CATFISH",3,"2004","12","7","5","2",0
"GAG",3,"2004","12","5","5","1",0
"GRAY SNAPPER",2,"2004","12","5","5","1",0
"GRAY SNAPPER",1,"2004","12","7","5","2",0
"GULF FLOUNDER",2,"2004","12","3","5","2",0
"GULF FLOUNDER",6,"2004","12","5","5","1",0
"GULF FLOUNDER",2,"2004","12","7","5","2",0
"HARDHEAD CATFISH",1,"2004","12","5","5","1",0
"HARDHEAD CATFISH",10,"2004","12","7","5","2",0
"INSHORE LIZARDFISH",1,"2004","12","7","5","2",0
"LADYFISH",24,"2004","12","5","5","1",0
"LADYFISH",42,"2004","12","7","5","2",0
"MULLET GENUS",2,"2004","12","3","5","2",0
"PERMIT",1,"2004","12","5","5","1",0
"PINFISH",1,"2004","12","7","5","2",0
"RED DRUM",21,"2004","12","5","5","1",0
"RED DRUM",5,"2004","12","7","5","2",0
"REQUIEM SHARK GENUS",1,"2004","12","7","5","2",0
"SAND PERCH",1,"2004","12","5","5","1",0
"SHEEPSHEAD",13,"2004","12","3","5","2",0
"SHEEPSHEAD",24,"2004","12","5","5","1",0
"SMOOTH PUFFER",2,"2004","12","5","5","2",0
"SPOTTED SEATROUT",20,"2004","12","5","5","1",0
"SPOTTED SEATROUT",45,"2004","12","7","5","4",0
"BLACK SEA BASS",10,"2005","1","5","5","1",136815
"BLACK SEA BASS",1,"2005","1","7","5","2",136815
"BLUEFISH",1,"2005","1","7","5","1",136815
